application_id,customer_id,application_date,loan_purpose,amount_requested,term_months,application_status,funnel_stage_reached,interest_rate_offered,dti_ratio
APP0000262,CUST002284,2022-10-07,Debt Consolidation,16687.06,36,Rejected,Document Verification,,26.12
APP0000263,CUST002233,2022-03-07,Major Purchase,12625.12,60,Rejected,Document Verification,,5.85
APP0000264,CUST004343,2025-03-13,Debt Consolidation,13598.31,36,Approved,Disbursed,11.29,3.02
APP0000265,CUST002329,15/09/2024,Home Improvement,24643.46,36,Rejected,Risk Assessment,,4.3
APP0000266,CUST001258,06/04/2022,Debt Consolidation,34095.96,36,Approved,Disbursed,6.41,11.5
APP0000267,CUST002472,2024-01-31,Debt Consolidation,5737.07,60,Rejected,Document Verification,,8.19
APP0000268,CUST002781,2023-09-05,Major Purchase,7442.15,36,Approved,Disbursed,21.07,21.94
APP0000269,CUST003716,2022-01-12,Credit Card Refinancing,11774.0,60,Approved,Disbursed,17.37,9.86
APP0000270,CUST001168,2024-04-07,Credit Card Refinancing,26778.35,60,Rejected,Risk Assessment,,20.87
APP0000271,CUST002422,2023-04-24,Credit Card Refinancing,9493.68,60,Approved,Disbursed,5.95,9.18
APP0000272,CUST003255,2023-06-06,Credit Card Refinancing,6981.17,36,Approved,Disbursed,26.06,10.77
APP0000273,CUST002140,2024-05-30,Debt Consolidation,16745.97,36,Abandoned In Funnel,Final Offer,,1.05
APP0000274,CUST002262,15/09/2024,Major Purchase,3027.03,36,Approved,Disbursed,9.45,
APP0000275,CUST002770,2022-09-24,Debt Consolidation,14159.67,60,Rejected,Document Verification,,8.78
APP0000276,CUST004777,2022-02-25,Small Business,66918.26,36,Approved,Disbursed,15.08,16.15
APP0000277,CUST004637,2023-08-14,Debt Consolidation,18371.85,36,Rejected,Risk Assessment,,10.72
APP0000278,CUST003477,19/07/2023,Debt Consolidation,7682.75,36,Abandoned In Funnel,Document Verification,,
APP0000279,CUST004588,2025-03-02,Credit Card Refinancing,14330.47,60,Rejected,Risk Assessment,,5.19
APP0000280,CUST000504,2022-09-29,Debt Consolidation,7956.27,36,Approved,Disbursed,14.25,23.18
APP0000281,CUST004352,2025-04-22,Home Improvement,5449.05,36,Approved,Disbursed,7.34,6.09
APP0000282,CUST001279,2025-09-07,Home Improvement,10251.97,36,Approved,Disbursed,14.96,18.63
APP0000283,CUST000965,2025-12-28,Small Business,7618.67,60,Abandoned In Funnel,Pre-Qualification,,20.31
APP0000284,CUST000393,2025-12-25,Home Improvement,35163.53,36,Approved,Disbursed,11.88,24.01
APP0000285,CUST002359,11/07/2023,Debt Consolidation,50832.03,60,Approved,Disbursed,18.66,7.66
APP0000286,CUST000638,2023-06-03,Small Business,12313.57,36,Approved,Disbursed,8.89,9.61
APP0000287,CUST001460,2023-07-27,Credit Card Refinancing,10402.57,36,Approved,Disbursed,16.35,20.26
APP0000288,CUST004055,2022-06-02,Credit Card Refinancing,17119.08,60,Approved,Disbursed,13.54,22.37
APP0000289,CUST003744,2025-09-22,Debt Consolidation,8032.36,36,Approved,Disbursed,7.13,15.85
APP0000290,CUST004712,2024-06-13,Debt Consolidation,11749.02,60,Abandoned In Funnel,Pre-Qualification,,34.77
APP0000291,CUST002705,2022-04-17,Home Improvement,13944.59,36,Abandoned In Funnel,Pre-Qualification,,6.67
APP0000292,CUST000809,2024-04-01,Debt Consolidation,7963.33,36,Approved,Disbursed,17.95,18.37
APP0000293,CUST004641,13/11/2022,Small Business,5957.72,36,Approved,Disbursed,18.58,13.7
APP0000294,CUST001393,2025-03-29,Debt Consolidation,16739.44,36,Approved,Disbursed,7.13,22.86
APP0000295,CUST004319,2025-02-23,Small Business,17990.1,36,Rejected,Risk Assessment,,11.62
APP0000296,CUST001453,2025-08-19,Home Improvement,6919.29,36,Rejected,Pre-Qualification,,
APP0000297,CUST000787,2025-10-24,Credit Card Refinancing,18482.48,36,Rejected,Pre-Qualification,,16.29
APP0000298,CUST000601,2022-10-12,Debt Consolidation,11277.47,36,Approved,Disbursed,10.87,31.86
APP0000299,CUST003622,2025-04-10,Home Improvement,9668.66,60,Approved,Disbursed,6.91,34.01
APP0000300,CUST002347,2022-06-15,Credit Card Refinancing,3845.62,36,Approved,Disbursed,15.0,25.34
APP0000301,CUST003238,2022-08-03,Debt Consolidation,21659.73,60,Approved,Disbursed,24.18,5.59
APP0000302,CUST001609,2023-02-12,Home Improvement,11036.46,36,Rejected,Document Verification,,20.8
APP0000303,CUST001096,2025-12-04,Credit Card Refinancing,11466.43,60,Approved,Disbursed,19.33,18.65
APP0000304,CUST001084,2023-03-07,Major Purchase,20171.82,60,Approved,Disbursed,14.67,13.85
APP0000305,CUST001921,2024-10-29,Debt Consolidation,34767.62,36,Abandoned In Funnel,Document Verification,,10.35
APP0000306,CUST004030,2024-09-01,Credit Card Refinancing,-1654.22,60,Approved,Disbursed,20.85,4.2
APP0000307,CUST000260,2024-07-18,Debt Consolidation,15181.55,36,Approved,Disbursed,11.45,36.62
APP0000308,CUST000850,2024-05-03,Debt Consolidation,43181.38,60,Approved,Disbursed,18.45,28.59
APP0000309,CUST003562,02/08/2024,Small Business,16578.52,60,Rejected,Risk Assessment,,18.27
APP0000310,CUST000334,2022-03-30,Small Business,11049.04,36,Rejected,Risk Assessment,,27.9
APP0000311,CUST001147,2022-12-12,Home Improvement,47815.31,36,Rejected,Document Verification,,13.44
APP0000312,CUST000816,2022-07-10,Debt Consolidation,5385.48,60,Rejected,Risk Assessment,,5.84
APP0000313,CUST004900,2023-08-03,Debt Consolidation,16457.18,36,Rejected,Document Verification,,8.63
APP0000314,CUST001538,2025-02-12,Major Purchase,9623.48,60,Rejected,Risk Assessment,,15.41
APP0000315,CUST004528,2023-06-08,Credit Card Refinancing,20484.5,60,Rejected,Document Verification,,11.8
APP0000316,CUST004303,2025-10-11,Debt Consolidation,18864.35,60,Approved,Disbursed,17.39,
APP0000317,CUST000355,07/05/2022,Credit Card Refinancing,1124.04,36,Approved,Disbursed,12.52,8.86
APP0000318,CUST003678,2025-06-25,Debt Consolidation,27520.33,60,Rejected,Document Verification,,0.41
APP0000319,CUST001351,16/11/2025,Credit Card Refinancing,16868.73,60,Rejected,Risk Assessment,,4.88
APP0000320,CUST002129,2025-10-16,Debt Consolidation,38281.27,60,Approved,Disbursed,10.62,19.06
APP0000321,CUST000736,11/06/2022,Debt Consolidation,6672.39,36,Rejected,Document Verification,,11.88
APP0000322,CUST002032,2025-08-28,Credit Card Refinancing,11228.7,60,Approved,Disbursed,22.62,28.51
APP0000323,CUST001884,2024-05-02,Debt Consolidation,23434.02,36,Rejected,Pre-Qualification,,6.83
APP0000324,CUST000372,09/06/2024,Major Purchase,12312.31,60,Rejected,Risk Assessment,,26.49
APP0000325,CUST004646,2025-07-17,Debt Consolidation,12890.52,36,Approved,Disbursed,9.41,20.0
APP0000326,CUST001544,2024-10-07,Credit Card Refinancing,2142.48,36,Abandoned In Funnel,Pre-Qualification,,8.68
APP0000327,CUST003132,2022-05-30,Debt Consolidation,11495.97,36,Approved,Disbursed,8.3,17.24
APP0000328,CUST004262,2024-10-24,Credit Card Refinancing,34823.34,60,Approved,Disbursed,14.58,10.73
APP0000329,CUST004422,2023-12-12,Home Improvement,22754.92,36,Approved,Disbursed,19.54,15.1
APP0000330,CUST003677,2022-10-15,Debt Consolidation,13748.08,36,Approved,Disbursed,23.42,42.53
APP0000331,CUST000480,2023-04-22,Debt Consolidation,6637.42,36,Approved,Disbursed,20.58,6.64
APP0000332,CUST004723,2024-06-15,Small Business,11610.97,36,Rejected,Document Verification,,4.33
APP0000333,CUST002174,2023-08-08,Debt Consolidation,4015.89,36,Approved,Disbursed,13.66,20.8
APP0000334,CUST001521,2025-12-22,Credit Card Refinancing,25653.28,36,Approved,Disbursed,17.95,
APP0000335,CUST004608,2023-08-12,Home Improvement,21261.78,60,Abandoned In Funnel,Document Verification,,7.13
APP0000336,CUST000694,2022-03-05,Home Improvement,11167.52,60,Rejected,Document Verification,,20.05
APP0000337,CUST000021,30/03/2024,Home Improvement,31443.83,36,Abandoned In Funnel,Pre-Qualification,,10.04
APP0000338,CUST003639,2025-04-04,Credit Card Refinancing,25977.16,60,Approved,Disbursed,8.45,8.55
APP0000339,CUST000484,2022-06-27,Debt Consolidation,24219.1,36,Approved,Disbursed,24.88,5.73
APP0000340,CUST004246,2023-06-04,Debt Consolidation,36592.1,60,Rejected,Risk Assessment,,14.22
APP0000341,CUST004818,2025-12-16,Home Improvement,53171.79,36,Approved,Disbursed,27.24,15.21
APP0000342,CUST000672,2024-05-18,Debt Consolidation,9869.3,60,Approved,Disbursed,16.49,8.82
APP0000343,CUST003558,2022-04-11,Home Improvement,9848.72,60,Rejected,Document Verification,,6.97
APP0000344,CUST000383,2025-10-28,Credit Card Refinancing,8720.34,60,Approved,Disbursed,25.43,25.8
APP0000345,CUST004136,05/03/2022,Credit Card Refinancing,6853.37,36,Approved,Disbursed,24.2,10.9
APP0000346,CUST003384,2024-07-04,Home Improvement,4728.03,36,Approved,Disbursed,27.61,26.58
APP0000347,CUST000529,2022-01-24,Credit Card Refinancing,9749.79,60,Approved,Disbursed,17.2,21.58
APP0000348,CUST000209,2025-02-25,Small Business,11946.13,36,Approved,Disbursed,12.77,22.14
APP0000349,CUST001238,2022-05-09,Credit Card Refinancing,5984.48,36,Rejected,Pre-Qualification,,33.92
APP0000350,CUST001564,2022-09-02,Credit Card Refinancing,9652.37,60,Approved,Disbursed,7.0,11.11
APP0000351,CUST001401,2025-06-17,Major Purchase,11391.13,36,Approved,Disbursed,27.45,15.11
APP0000352,CUST001850,11/08/2023,Major Purchase,10190.71,60,Abandoned In Funnel,Pre-Qualification,,9.58
APP0000353,CUST002965,20/10/2022,Debt Consolidation,9255.37,60,Approved,Disbursed,25.97,5.32
APP0000354,CUST004837,06/11/2024,Debt Consolidation,10164.57,36,Approved,Disbursed,17.54,22.93
APP0000355,CUST000070,25/09/2022,Debt Consolidation,17669.18,36,Abandoned In Funnel,Document Verification,,2.63
APP0000356,CUST001046,08/04/2025,Home Improvement,8343.83,36,Rejected,Risk Assessment,,13.7
APP0000357,CUST004614,2024-05-06,Credit Card Refinancing,5546.79,36,Approved,Disbursed,16.1,20.41
APP0000358,CUST004947,2023-01-20,Major Purchase,13497.79,36,Approved,Disbursed,19.44,9.13
APP0000359,CUST004974,2024-03-27,Debt Consolidation,7753.28,60,Approved,Disbursed,13.24,15.1
APP0000360,CUST000977,2023-01-10,Debt Consolidation,16942.39,36,Abandoned In Funnel,Final Offer,,15.25
APP0000361,CUST000959,2024-01-09,Home Improvement,4829.73,60,Approved,Disbursed,18.46,2.16
APP0000362,CUST002752,2023-08-06,Debt Consolidation,17634.38,60,Approved,Disbursed,14.42,26.56
APP0000363,CUST000285,2022-01-05,Debt Consolidation,13361.95,60,Abandoned In Funnel,Document Verification,,29.95
APP0000364,CUST003248,2025-08-15,Home Improvement,20431.72,36,Approved,Disbursed,13.87,10.27
APP0000365,CUST001491,2023-06-02,Credit Card Refinancing,3788.04,36,Approved,Disbursed,20.12,26.0
APP0000366,CUST000431,2024-08-03,Debt Consolidation,3669.12,36,Approved,Disbursed,9.0,16.06
APP0000367,CUST004524,2023-10-29,Debt Consolidation,12709.19,36,Approved,Disbursed,5.65,19.43
APP0000368,CUST004428,2024-01-14,Debt Consolidation,6019.2,36,Approved,Disbursed,26.73,16.5
APP0000369,CUST000444,2024-04-23,Debt Consolidation,9131.16,36,Rejected,Document Verification,,6.29
APP0000370,CUST001913,07/09/2022,Home Improvement,36769.58,36,Rejected,Document Verification,,7.53
APP0000371,CUST001237,06/11/2025,Home Improvement,15305.12,36,Abandoned In Funnel,Document Verification,,24.08
APP0000372,CUST004539,06/11/2023,Debt Consolidation,6751.83,60,Approved,Disbursed,21.86,13.37
APP0000373,CUST001215,2022-03-02,Home Improvement,15491.1,36,Approved,Disbursed,21.98,13.57
APP0000374,CUST000478,26/02/2025,Home Improvement,12354.3,36,Approved,Disbursed,20.01,5.64
APP0000375,CUST004601,2025-12-22,Home Improvement,13800.25,60,Rejected,Pre-Qualification,,32.54
APP0000376,CUST001473,2023-06-08,Credit Card Refinancing,77690.42,36,Approved,Disbursed,20.78,12.93
APP0000377,CUST001566,2024-04-16,Major Purchase,22904.78,36,Approved,Disbursed,12.26,32.55
APP0000378,CUST004245,16/02/2023,Debt Consolidation,3929.79,36,Abandoned In Funnel,Document Verification,,32.22
APP0000379,CUST004700,2022-11-13,Debt Consolidation,83583.51,60,Rejected,Risk Assessment,,28.96
APP0000380,CUST000660,2023-11-10,Credit Card Refinancing,8926.1,60,Approved,Disbursed,12.77,8.34
APP0000381,CUST004339,06/08/2025,Debt Consolidation,14043.8,36,Approved,Disbursed,6.02,9.99
APP0000382,CUST001939,2023-12-25,Credit Card Refinancing,4713.22,60,Approved,Disbursed,21.18,14.99
APP0000383,CUST003197,2024-11-21,Debt Consolidation,12172.19,36,Rejected,Document Verification,,6.81
APP0000384,CUST001368,2024-12-30,Debt Consolidation,7420.91,36,Abandoned In Funnel,Final Offer,,21.88
APP0000385,CUST002315,2022-10-13,Major Purchase,9819.21,60,Approved,Disbursed,24.09,16.54
APP0000386,CUST004392,29/06/2025,Home Improvement,9296.17,60,Approved,Disbursed,10.9,33.37
APP0000387,CUST003388,2024-05-01,Credit Card Refinancing,30328.13,36,Approved,Disbursed,25.13,7.59
APP0000388,CUST000922,2022-10-05,Home Improvement,14752.48,60,Approved,Disbursed,23.94,24.24
APP0000389,CUST000557,2022-05-07,Major Purchase,47808.5,36,Abandoned In Funnel,Final Offer,,39.44
APP0000390,CUST003174,2024-08-15,Small Business,11467.55,36,Approved,Disbursed,19.84,11.31
APP0000391,CUST004111,2023-10-29,Small Business,14558.52,60,Abandoned In Funnel,Final Offer,,
APP0000392,CUST003341,2023-06-07,Credit Card Refinancing,14260.43,60,Rejected,Risk Assessment,,9.85
APP0000393,CUST000337,2022-10-30,Credit Card Refinancing,29308.41,60,Approved,Disbursed,10.33,14.56
APP0000394,CUST003539,2023-12-25,Home Improvement,30627.17,36,Approved,Disbursed,8.51,22.85
APP0000395,CUST003754,07/02/2023,Credit Card Refinancing,8701.57,60,Approved,Disbursed,16.96,15.81
APP0000396,CUST004507,06/03/2023,Debt Consolidation,7908.24,60,Rejected,Risk Assessment,,37.11
APP0000397,CUST003150,2025-09-25,Home Improvement,10843.07,36,Approved,Disbursed,7.33,35.54
APP0000398,CUST002370,2022-07-07,Credit Card Refinancing,9185.62,60,Approved,Disbursed,18.65,10.63
APP0000399,CUST001415,2025-01-21,Debt Consolidation,4258.19,36,Approved,Disbursed,15.22,21.73
APP0000400,CUST001665,2025-06-14,Credit Card Refinancing,14126.19,36,Approved,Disbursed,12.65,16.1
APP0000401,CUST000597,2023-04-30,Home Improvement,19104.05,60,Approved,Disbursed,20.41,21.23
APP0000402,CUST004064,2024-02-01,Major Purchase,15960.62,60,Approved,Disbursed,19.83,20.53
APP0000403,CUST000565,2024-11-11,Major Purchase,11863.51,36,Abandoned In Funnel,Document Verification,,18.16
APP0000404,CUST000553,2023-07-14,Small Business,18194.53,60,Approved,Disbursed,12.76,
APP0000405,CUST002855,2023-11-15,Home Improvement,45315.29,60,Approved,Disbursed,9.11,10.45
APP0000406,CUST003832,13/07/2025,Credit Card Refinancing,16948.63,36,Abandoned In Funnel,Pre-Qualification,,19.78
APP0000407,CUST000965,2022-03-10,Debt Consolidation,9689.84,60,Abandoned In Funnel,Final Offer,,6.32
APP0000408,CUST002549,2024-02-20,Debt Consolidation,19692.01,36,Approved,Disbursed,13.61,19.62
APP0000409,CUST002368,2022-12-12,Credit Card Refinancing,31372.05,60,Abandoned In Funnel,Pre-Qualification,,26.56
APP0000410,CUST001564,06/07/2025,Credit Card Refinancing,20715.47,60,Rejected,Document Verification,,12.67
APP0000411,CUST001510,2022-07-29,Home Improvement,27434.38,60,Rejected,Document Verification,,5.17
APP0000412,CUST003958,2023-04-22,Credit Card Refinancing,9779.41,36,Rejected,Document Verification,,12.47
APP0000413,CUST000753,2025-06-19,Credit Card Refinancing,15815.97,36,Approved,Disbursed,19.24,25.07
APP0000414,CUST000419,2022-07-24,Debt Consolidation,62744.18,60,Approved,Disbursed,17.33,
APP0000415,CUST001485,2023-05-09,Debt Consolidation,18465.19,60,Approved,Disbursed,25.78,12.91
APP0000416,CUST000641,2022-10-23,Credit Card Refinancing,7339.62,60,Approved,Disbursed,18.38,32.96
APP0000417,CUST002743,04/09/2024,Debt Consolidation,9350.88,36,Approved,Disbursed,21.7,13.93
APP0000418,CUST000945,2024-12-14,Debt Consolidation,47613.65,36,Abandoned In Funnel,Document Verification,,15.27
APP0000419,CUST000009,2025-01-21,Credit Card Refinancing,13156.58,60,Rejected,Risk Assessment,,7.71
APP0000420,CUST002532,2022-02-27,Debt Consolidation,22452.09,60,Approved,Disbursed,16.82,41.49
APP0000421,CUST004460,2022-04-25,Debt Consolidation,9383.7,36,Rejected,Document Verification,,19.5
APP0000422,CUST000198,2022-03-24,Small Business,7041.09,36,Rejected,Document Verification,,17.5
APP0000423,CUST000363,2023-07-19,Home Improvement,6278.24,60,Rejected,Risk Assessment,,14.27
APP0000424,CUST004107,2025-07-27,Home Improvement,17562.73,36,Rejected,Pre-Qualification,,9.32
APP0000425,CUST003836,2024-05-08,Small Business,57775.1,36,Abandoned In Funnel,Document Verification,,27.4
APP0000426,CUST002672,01/12/2025,Small Business,16858.6,60,Approved,Disbursed,19.07,41.21
APP0000427,CUST000668,2025-01-24,Credit Card Refinancing,19489.71,60,Approved,Disbursed,5.54,
APP0000428,CUST003782,2024-08-24,Home Improvement,11697.45,60,Approved,Disbursed,13.43,38.71
APP0000429,CUST001856,2022-09-05,Debt Consolidation,7744.62,36,Approved,Disbursed,11.21,31.29
APP0000430,CUST003208,26/06/2025,Home Improvement,8452.0,60,Rejected,Pre-Qualification,,19.31
APP0000431,CUST002520,2023-12-09,Credit Card Refinancing,6366.76,60,Approved,Disbursed,7.34,16.57
APP0000432,CUST004783,2022-06-15,Debt Consolidation,10651.9,60,Approved,Disbursed,17.19,30.84
APP0000433,CUST002191,2023-03-23,Home Improvement,8419.3,60,Approved,Disbursed,19.67,21.23
APP0000434,CUST002296,2024-03-14,Home Improvement,14585.32,36,Approved,Disbursed,26.48,
APP0000435,CUST003513,2022-08-25,Home Improvement,45346.56,36,Approved,Disbursed,13.93,21.66
APP0000436,CUST002100,2022-03-17,Major Purchase,34272.48,36,Approved,Disbursed,10.82,10.82
APP0000437,CUST003100,2023-02-10,Debt Consolidation,11928.15,60,Approved,Disbursed,27.8,13.25
APP0000438,CUST003105,2025-02-26,Debt Consolidation,7955.27,36,Rejected,Document Verification,,5.89
APP0000439,CUST003914,2023-03-28,Small Business,19074.7,36,Approved,Disbursed,8.11,14.94
APP0000440,CUST000883,2024-05-06,Major Purchase,3096.58,36,Approved,Disbursed,20.9,29.16
APP0000441,CUST002756,2022-09-19,Small Business,16667.53,36,Approved,Disbursed,19.96,12.99
APP0000442,CUST000154,2023-12-26,Small Business,4480.23,60,Rejected,Pre-Qualification,,
APP0000443,CUST001415,2025-03-21,Home Improvement,15196.52,60,Approved,Disbursed,26.47,2.87
APP0000444,CUST001794,2024-06-17,Small Business,27652.46,36,Rejected,Document Verification,,8.64
APP0000445,CUST003767,2025-04-29,Home Improvement,23214.32,36,Abandoned In Funnel,Pre-Qualification,,6.19
APP0000446,CUST003345,2023-12-29,Home Improvement,32826.4,36,Approved,Disbursed,10.45,23.3
APP0000447,CUST001007,2022-01-22,Debt Consolidation,11398.95,36,Approved,Disbursed,15.11,43.45
APP0000448,CUST001780,2024-01-02,Credit Card Refinancing,15452.59,36,Approved,Disbursed,6.26,24.08
APP0000449,CUST001335,2024-04-28,Credit Card Refinancing,13624.59,60,Approved,Disbursed,18.05,13.77
APP0000450,CUST000981,2025-09-30,Home Improvement,18962.79,60,Approved,Disbursed,20.42,22.32
APP0000451,CUST003101,2022-09-09,Debt Consolidation,5289.32,36,Approved,Disbursed,26.83,18.31
APP0000452,CUST004064,2025-06-05,Credit Card Refinancing,12606.86,36,Approved,Disbursed,19.71,28.2
APP0000453,CUST003108,2022-01-29,Credit Card Refinancing,14502.12,60,Approved,Disbursed,21.96,
APP0000454,CUST004285,2022-09-17,Debt Consolidation,16491.75,36,Approved,Disbursed,12.04,4.32
APP0000455,CUST000742,2025-11-01,Credit Card Refinancing,7533.74,60,Approved,Disbursed,21.97,8.66
APP0000456,CUST003834,2023-06-25,Home Improvement,30753.31,36,Approved,Disbursed,12.13,25.23
APP0000457,CUST003143,20/02/2023,Credit Card Refinancing,13245.07,60,Approved,Disbursed,10.34,
APP0000458,CUST001421,22/02/2023,Home Improvement,17699.97,36,Approved,Disbursed,9.2,14.39
APP0000459,CUST002453,2023-11-06,Credit Card Refinancing,5925.92,60,Abandoned In Funnel,Final Offer,,25.09
APP0000460,CUST004997,2025-11-29,Debt Consolidation,8034.15,36,Approved,Disbursed,15.94,
APP0000461,CUST002217,2024-12-03,Debt Consolidation,11173.88,36,Approved,Disbursed,11.22,26.03
APP0000462,CUST000609,2023-07-26,Credit Card Refinancing,42170.11,36,Approved,Disbursed,22.24,15.97
