customer_id,credit_score_fico,total_credit_lines,open_credit_lines,derogatory_public_records,revolving_utilization_rate,credit_history_length_months,inquiries_last_6_months
CUST001866,668,19,7,0,15.61,351,5
CUST003078,700,24,11,0,23.0,151,0
CUST004023,800,2,12,0,56.24,243,0
CUST004785,614,4,10,2,23.36,295,6
CUST001124,797,20,1,0,14.6,69,1
CUST000160,736,8,13,2,10.2,138,0
CUST002673,628,11,3,0,50.6,242,0
CUST003837,625,8,5,0,34.94,285,0
CUST001508,583,3,6,1,47.96,88,4
CUST002252,614,23,8,0,29.08,202,1
CUST003299,559,24,11,0,19.86,253,4
CUST001451,680,19,12,0,27.54,227,0
CUST000435,645,2,3,0,8.79,151,4
CUST001297,622,4,8,0,4.89,123,3
CUST001709,776,22,7,0,21.99,280,0
CUST000192,691,11,10,1,45.21,142,1
CUST004757,703,4,4,0,39.27,172,4
CUST002274,762,3,6,0,46.17,64,2
CUST002352,587,16,13,0,15.76,91,3
CUST000632,664,15,4,0,157.32,343,1
CUST004274,766,16,3,0,18.1,100,0
CUST004287,564,11,2,0,41.9,175,3
CUST000237,705,12,2,0,47.59,247,2
CUST002493,798,23,10,1,32.4,239,1
CUST002063,533,21,6,2,33.02,302,2
CUST003230,798,3,14,0,36.65,231,0
CUST001061,742,6,13,0,43.9,13,4
CUST003253,695,11,8,2,10.05,250,0
CUST000249,771,9,8,1,44.19,277,2
CUST001766,709,10,4,0,11.56,206,1
CUST003096,601,15,9,0,34.35,33,1
CUST000362,646,21,5,1,21.87,247,0
CUST001850,673,4,4,0,45.43,118,0
CUST003633,728,2,10,1,22.28,217,0
CUST002889,622,17,3,1,33.05,243,0
CUST004509,693,17,3,2,25.2,268,0
CUST003683,683,11,3,0,26.8,232,0
CUST002193,693,15,6,0,30.86,179,1
CUST004883,738,20,11,0,35.58,22,0
CUST002806,644,17,1,0,16.99,57,0
CUST003008,604,22,8,0,25.51,253,3
CUST003388,666,12,4,0,16.53,226,0
CUST000600,554,22,12,0,12.83,244,0
CUST002544,721,16,5,1,52.99,348,0
CUST002503,718,3,3,0,12.84,231,1
CUST000453,695,6,5,0,10.14,356,3
CUST001138,576,20,3,0,17.33,19,0
CUST000664,603,10,1,2,53.41,190,1
CUST002414,810,12,9,0,31.61,207,0
CUST004117,659,13,2,0,35.95,257,0
CUST001479,739,14,11,0,59.51,187,1
CUST004470,850,3,6,2,11.45,103,2
CUST001371,656,2,3,1,48.72,186,1
CUST001462,719,22,12,0,24.96,149,0
CUST000272,673,12,8,0,8.07,314,6
CUST000144,732,9,1,0,5.43,255,0
CUST004860,721,18,8,1,37.29,115,1
CUST000441,721,13,6,0,12.65,205,2
CUST000565,799,10,7,0,18.1,276,1
CUST003352,621,24,7,0,26.3,272,0
CUST000625,695,24,4,0,2.52,96,0
CUST004903,675,21,13,0,24.47,318,4
CUST004589,597,13,12,0,4.79,350,4
CUST004177,693,24,3,0,7.91,71,0
CUST000013,771,7,4,0,15.2,274,0
CUST002591,563,17,10,0,11.57,184,0
CUST000637,761,4,14,1,3.22,218,3
CUST002717,713,18,7,0,12.6,343,0
CUST003630,753,12,14,0,43.06,195,0
CUST002432,682,4,12,0,29.61,13,2
CUST003822,850,24,10,0,28.85,153,3
CUST000194,714,15,7,0,40.23,124,1
CUST001181,697,8,8,0,55.21,133,0
CUST000611,687,9,11,0,30.96,106,3
CUST003631,618,18,13,0,56.37,229,0
CUST003495,658,11,6,1,37.52,206,2
CUST000646,645,9,14,0,15.8,291,0
CUST002323,728,22,1,0,47.67,312,1
CUST001694,758,21,7,0,23.54,153,0
CUST001334,768,16,2,1,15.8,299,0
CUST004189,650,23,7,0,11.98,256,2
CUST002850,572,7,1,0,62.24,220,3
CUST003283,740,20,5,0,150.68,13,3
CUST004902,613,9,7,0,33.23,125,1
CUST004431,776,11,4,0,19.99,139,4
CUST003663,723,6,13,0,22.95,177,1
CUST000824,728,3,14,0,34.91,134,0
CUST000307,628,4,8,0,46.26,50,2
CUST002268,655,10,13,0,27.47,83,0
CUST004162,642,17,6,1,34.83,304,1
CUST004848,768,3,6,0,162.58,30,2
CUST000762,604,9,11,3,15.29,351,1
CUST000029,755,16,2,0,22.15,273,0
CUST001168,752,17,14,2,24.6,215,5
CUST003046,668,18,5,0,52.36,299,0
CUST001912,823,2,6,2,16.34,112,0
CUST002607,723,4,14,0,23.44,317,3
CUST003945,513,6,2,0,64.57,263,3
CUST000220,709,12,14,0,11.41,17,2
CUST002590,600,21,2,1,37.46,198,1
CUST000938,648,9,13,0,6.58,344,3
CUST004972,766,16,1,0,40.85,246,2
CUST001976,617,8,13,0,31.14,255,6
CUST002184,759,4,3,0,22.67,112,1
CUST001629,679,14,4,0,47.22,318,0
CUST000746,662,7,4,0,9.8,172,0
CUST004950,580,5,3,1,30.85,202,0
CUST001449,595,21,13,1,49.6,121,3
CUST000209,754,6,13,0,10.98,330,0
CUST002145,639,3,13,0,39.82,346,2
CUST003235,655,6,6,2,37.1,250,0
CUST004187,675,9,9,0,44.84,199,1
CUST004289,717,10,7,0,20.04,172,1
CUST000179,823,17,12,3,44.97,189,4
CUST001485,730,12,1,0,18.06,176,0
CUST000505,850,12,7,0,15.9,36,1
CUST000752,730,5,7,1,35.82,263,1
CUST001133,586,21,2,0,21.61,61,0
CUST003534,690,13,6,0,24.59,53,0
CUST001207,850,20,7,1,60.11,268,0
CUST003492,825,4,10,0,44.55,45,0
CUST002542,776,2,8,3,0.66,36,0
CUST000809,550,7,11,0,24.66,127,1
CUST002348,798,3,8,0,37.31,76,0
CUST002779,639,21,8,0,5.07,64,0
CUST003274,702,11,1,0,34.03,165,0
CUST002379,681,13,5,0,33.3,34,0
CUST003032,658,11,13,1,19.48,195,0
CUST001366,677,17,1,1,20.22,284,2
CUST000640,651,8,8,0,29.16,107,0
CUST003089,523,9,13,0,20.17,205,0
CUST001469,581,3,13,0,41.23,214,0
CUST004284,730,4,1,0,44.29,110,2
CUST001558,786,18,8,0,25.68,236,0
CUST001251,692,20,10,0,38.69,225,0
CUST001411,738,21,9,0,8.67,89,6
CUST001435,659,19,7,0,12.19,215,1
CUST004309,659,15,12,0,24.51,148,2
CUST004204,635,8,4,0,8.25,300,3
CUST004585,563,4,8,0,11.47,45,0
CUST004159,720,7,6,0,48.66,170,3
CUST000588,662,16,8,0,5.36,278,2
CUST004048,768,3,12,0,13.34,233,0
CUST002721,726,19,3,1,18.32,77,0
CUST004992,723,23,3,0,26.61,222,1
CUST004913,680,21,2,0,35.22,183,0
CUST004457,575,12,9,0,22.89,166,0
CUST001794,594,3,2,2,10.23,256,4
CUST002748,651,8,4,0,18.33,290,0
CUST004966,758,24,4,0,13.66,281,1
CUST000261,736,8,3,0,32.99,149,2
CUST004302,850,21,12,0,20.69,242,1
CUST000245,588,20,6,1,24.69,264,6
CUST002265,751,21,11,1,173.65,30,1
CUST001215,600,16,10,0,23.44,135,1
CUST001987,757,22,9,1,22.6,264,1
CUST000457,696,18,7,0,20.79,331,5
CUST002765,556,13,14,0,13.6,341,0
CUST000510,671,13,1,0,50.91,196,3
CUST001107,791,20,1,0,36.22,357,0
CUST002957,681,16,1,0,43.12,320,2
CUST001156,710,2,5,0,4.24,64,1
CUST000260,742,18,14,0,21.95,291,1
CUST000644,642,2,2,0,37.62,101,1
CUST001727,804,23,6,0,16.81,165,2
CUST000960,708,24,6,1,42.86,223,2
CUST003025,780,7,7,1,49.36,234,3
CUST003255,709,18,3,0,29.85,338,4
CUST003155,686,5,10,2,31.07,14,0
CUST001026,628,23,10,0,15.68,318,2
CUST004615,744,17,5,1,15.35,330,1
CUST004604,647,7,5,1,130.74,197,0
CUST002853,648,7,1,0,109.39,54,0
CUST004421,503,12,14,0,26.76,352,0
CUST000936,607,20,9,0,18.53,174,1
CUST000768,623,5,7,3,33.17,307,1
CUST001571,673,8,4,0,44.72,201,0
CUST000835,726,3,12,2,43.09,182,0
CUST001880,633,10,13,0,28.77,22,4
CUST002395,633,20,9,0,11.16,125,0
CUST000048,792,16,3,1,22.95,263,0
CUST004889,753,15,13,1,15.61,71,2
CUST000039,659,20,4,0,10.94,89,0
CUST003479,640,16,2,0,54.04,143,0
CUST001141,592,3,3,0,41.53,81,4
CUST002060,713,18,7,0,38.75,358,0
CUST004346,799,15,14,3,4.36,333,1
CUST000825,642,19,11,0,34.03,141,1
CUST000718,690,11,13,0,38.5,302,0
CUST003766,712,7,12,0,47.18,224,3
CUST002977,626,22,3,1,31.03,345,1
CUST002088,592,24,2,0,11.64,358,0
CUST003791,579,18,1,0,23.5,43,1
CUST003611,777,8,13,1,24.17,351,4
CUST002742,656,19,4,1,39.96,250,1
CUST002044,769,3,12,0,48.46,73,0
CUST003061,694,8,8,1,50.84,294,0
CUST004248,833,7,8,2,20.43,156,0
CUST003639,576,2,8,1,27.77,191,1
CUST003159,759,19,14,1,31.23,343,0
CUST003409,654,4,8,0,39.89,347,2
CUST002115,559,12,3,1,33.44,119,3
CUST000250,636,16,5,0,5.24,250,2
CUST000959,461,4,9,0,25.92,118,3
CUST001997,0,2,9,0,37.91,325,0
CUST000995,732,4,4,0,4.77,45,2
CUST004389,674,19,7,0,6.44,228,2
CUST000172,725,16,12,0,26.75,178,0
CUST004684,707,15,9,3,19.09,213,2
CUST000917,677,6,8,0,28.68,177,1
CUST002317,756,23,10,3,36.11,197,2
CUST004925,567,18,12,0,13.37,58,2
CUST000723,757,20,6,0,7.22,150,0
CUST001491,664,17,6,2,51.31,242,0
CUST000229,684,20,13,0,33.9,74,2
CUST000422,793,21,14,3,40.7,80,0
CUST003129,566,22,7,2,22.14,348,1
CUST000525,727,24,8,1,36.21,278,1
CUST001935,596,7,3,0,43.94,104,3
CUST000068,793,21,4,0,33.33,341,0
CUST000802,826,9,7,0,37.54,295,1
CUST004132,736,16,10,0,26.66,56,1
CUST002054,760,12,6,0,32.31,112,1
CUST003995,513,24,3,1,24.18,260,2
CUST000234,628,6,6,0,25.85,220,0
CUST004080,680,11,10,0,57.03,301,0
CUST002692,707,18,2,0,30.17,216,1
CUST003332,642,13,11,2,18.32,295,0
CUST003396,642,19,4,0,4.91,241,0
CUST004742,619,20,14,1,25.65,125,0
CUST001721,682,18,6,1,17.28,45,3
CUST001116,608,7,1,0,5.46,151,0
CUST001939,524,12,14,0,71.97,241,3
CUST002611,454,3,3,0,20.83,205,0
CUST001413,720,3,11,1,9.21,285,2
CUST004949,688,18,9,0,3.2,116,0
CUST002583,678,18,3,0,141.14,239,0
CUST002953,757,15,6,1,42.37,235,0
CUST001804,554,23,5,0,8.66,164,3
CUST003628,668,21,7,0,29.0,214,2
CUST002823,794,19,12,0,62.1,93,3
CUST001667,648,21,9,0,22.0,107,1
CUST001243,663,17,7,2,18.42,235,1
CUST000893,758,17,4,0,26.42,32,1
CUST000210,659,9,8,2,18.19,95,0
CUST004013,535,3,1,0,44.17,302,0
CUST002480,668,17,11,0,5.83,304,1
CUST004743,626,17,3,0,13.03,156,1
CUST003902,581,3,12,1,10.04,256,0
CUST002911,788,11,7,0,148.84,24,1
CUST003567,696,17,2,0,51.06,218,3
CUST004522,757,5,13,0,23.7,97,2
CUST001834,556,11,8,0,39.52,196,1
CUST000072,654,20,4,0,14.13,115,0
CUST003347,752,24,11,0,21.5,236,0
CUST004083,717,15,4,0,31.08,308,3
CUST000256,779,11,12,2,31.14,158,0
CUST001211,643,16,3,0,25.72,220,1
CUST000118,689,22,14,0,40.67,18,3
CUST003847,695,15,10,1,8.62,255,0
CUST002121,702,8,14,1,44.01,192,2
CUST003128,688,8,8,0,12.28,133,3
CUST004829,645,7,6,1,18.39,43,0
CUST001053,743,4,9,0,57.44,148,0
CUST003074,732,17,8,0,18.76,341,3
CUST004119,699,5,10,3,14.71,304,4
CUST003270,623,11,11,0,3.44,259,1
CUST003890,657,10,4,0,1.53,306,1
CUST003012,556,14,8,0,17.84,120,2
CUST004081,642,12,13,0,11.82,37,0
CUST002418,682,22,9,0,6.79,298,0
CUST004871,756,19,6,0,30.14,78,3
CUST002389,628,9,6,1,50.28,294,2
CUST002668,643,13,12,1,19.7,59,2
CUST000722,754,11,10,1,79.52,285,1
CUST003455,779,17,9,0,16.22,6,1
CUST001232,662,19,13,0,31.4,68,5
CUST001265,731,4,10,1,58.37,293,1
CUST003358,613,23,9,0,26.44,184,0
CUST001843,694,8,14,0,15.23,143,0
CUST003005,677,19,4,0,28.12,26,0
CUST003653,594,10,6,2,36.93,20,0
CUST000551,704,23,5,1,21.89,341,3
CUST004708,643,16,12,0,15.41,57,1
CUST001909,819,12,11,1,13.73,270,1
CUST002465,631,20,5,1,48.4,9,6
CUST002624,545,8,9,0,31.63,216,0
CUST001129,685,21,11,0,55.76,33,1
CUST001224,736,8,8,1,22.14,223,0
CUST003706,657,16,11,0,29.33,125,1
CUST001625,715,5,4,0,48.46,258,0
CUST002378,742,15,1,0,7.3,181,0
CUST003359,652,18,2,1,37.4,241,0
CUST001979,850,20,3,1,16.37,258,0
CUST000420,660,19,7,3,19.58,115,4
CUST004219,830,7,6,0,12.18,32,0
CUST000154,756,6,5,1,37.03,108,1
CUST004640,814,11,13,0,34.47,25,2
CUST004058,741,23,2,0,131.82,164,3
CUST001507,716,5,6,0,36.97,222,5
CUST000175,619,13,11,0,64.15,359,1
CUST004623,645,16,6,1,44.28,315,0
CUST000438,605,17,10,0,18.4,132,1
CUST002438,709,13,8,0,8.73,54,1
CUST000037,771,18,8,1,7.73,104,1
CUST002776,697,10,13,0,19.1,124,0
CUST002754,732,12,7,0,36.88,108,3
CUST001675,778,9,13,0,14.99,309,1
CUST001050,634,16,9,3,45.35,97,1
CUST004001,738,19,3,0,36.54,95,1
CUST003000,784,9,8,0,36.36,154,0
CUST001582,754,12,12,2,23.48,140,0
CUST003731,800,2,8,3,37.67,293,1
CUST000350,784,17,5,0,20.84,75,0
CUST000735,608,13,12,0,6.76,310,4
CUST003883,650,3,1,1,2.82,190,1
CUST003284,721,4,8,0,25.99,283,3
CUST004776,688,9,14,0,9.75,136,1
CUST002982,999,21,14,3,51.62,155,0
CUST000122,489,2,11,0,31.64,85,0
CUST001056,520,6,2,0,11.7,300,0
CUST002211,757,7,11,0,15.3,153,0
CUST002529,710,22,13,0,49.16,146,1
CUST003265,658,3,4,1,27.17,44,0
CUST000149,633,21,12,1,72.13,56,1
CUST000708,746,12,10,0,58.64,197,0
CUST004094,733,9,4,0,14.94,306,1
CUST001201,557,6,14,0,56.58,247,1
CUST001951,604,3,3,1,36.45,12,1
CUST004704,650,11,3,0,26.61,330,1
CUST004809,638,12,11,0,13.45,238,0
CUST001707,655,8,3,1,27.34,190,1
CUST001429,630,3,10,0,39.39,310,5
CUST002581,615,6,12,0,10.94,117,5
CUST000178,710,4,14,0,41.6,178,0
CUST001931,705,13,7,2,17.32,177,2
CUST004616,520,4,2,0,4.27,215,1
CUST002291,627,2,12,0,26.19,121,0
CUST004994,528,2,13,1,65.77,106,2
CUST000570,803,5,11,3,7.03,140,0
CUST004343,678,10,2,0,27.75,26,2
CUST001299,649,22,3,0,15.52,52,0
CUST000087,714,13,12,0,3.69,307,0
CUST004308,767,13,12,0,42.67,67,3
CUST001978,528,11,6,0,32.88,247,0
CUST002358,613,23,8,1,22.03,117,0
CUST002758,679,7,3,0,15.09,121,2
CUST002837,584,20,8,0,59.29,21,3
CUST004910,625,12,5,0,42.71,191,0
CUST002182,536,14,10,0,17.8,307,0
CUST001736,606,21,8,2,40.98,109,0
CUST004543,614,8,6,0,20.36,101,0
CUST004983,809,21,5,1,27.65,105,2
CUST004634,730,19,4,3,38.74,90,0
CUST000157,571,5,5,0,6.54,355,1
CUST000305,636,15,10,2,28.91,6,2
CUST003681,705,16,1,0,29.98,242,3
CUST002646,617,5,9,0,38.8,319,1
CUST000605,626,16,9,0,24.68,51,4
CUST003259,810,9,11,0,8.74,164,2
CUST001436,581,13,4,0,33.45,91,0
CUST004515,846,4,11,0,57.39,328,4
CUST002033,580,21,1,3,20.52,84,0
CUST003043,511,24,10,1,15.4,237,0
CUST002988,810,22,7,0,15.72,106,2
CUST002805,703,17,14,0,44.06,254,1
CUST000971,667,3,6,0,13.52,215,0
CUST004369,710,5,12,2,7.66,315,0
CUST002124,564,9,11,0,50.6,195,0
CUST001228,635,15,13,0,16.13,338,4
CUST000352,756,19,6,0,16.9,90,1
CUST002856,625,24,6,1,35.83,242,2
CUST002113,623,19,13,0,26.88,227,0
CUST000019,772,6,10,0,11.67,288,0
CUST002142,675,17,14,1,43.54,331,1
CUST000807,708,19,3,0,23.63,35,1
CUST000333,566,20,4,0,29.61,37,0
CUST000900,680,4,1,0,51.21,333,0
CUST003978,791,21,1,1,20.16,53,2
CUST000248,535,21,7,3,33.62,237,1
CUST002347,601,12,4,0,47.55,19,1
CUST002476,777,14,14,0,46.96,49,4
CUST000358,710,3,2,0,16.84,251,2
CUST000335,615,14,13,0,27.76,202,0
CUST002759,672,21,8,1,37.54,307,0
CUST001288,655,8,7,0,13.03,217,3
CUST004046,500,2,10,0,19.21,202,1
CUST000298,684,23,2,0,21.11,195,1
CUST002102,555,9,12,0,12.54,247,1
CUST004061,701,7,11,0,39.76,206,2
CUST004041,552,9,7,0,27.1,34,1
CUST001845,748,24,14,1,5.62,79,0
CUST001458,671,4,7,1,29.09,90,0
CUST001086,584,15,14,2,36.7,320,0
CUST003429,585,24,3,2,44.64,24,0
CUST001836,624,6,9,0,29.31,217,3
CUST003298,671,4,5,1,31.89,199,6
CUST003442,655,11,8,0,34.05,169,0
CUST001117,700,8,13,3,56.84,282,0
CUST002260,694,13,8,0,18.11,235,0
CUST002707,753,20,1,0,22.75,22,0
CUST000064,848,16,5,0,46.17,258,1
CUST001734,660,3,5,0,41.67,92,0
CUST001320,665,24,3,0,4.81,324,0
CUST002377,710,2,5,2,16.62,163,3
CUST003494,617,2,1,1,6.25,217,1
CUST004544,568,15,12,0,61.85,130,0
CUST002188,615,22,14,0,59.08,335,0
CUST003199,677,3,10,3,18.86,169,2
CUST001588,698,16,10,0,29.99,85,0
CUST004514,840,18,1,0,39.24,248,0
CUST002246,549,9,12,2,182.65,320,1
CUST002451,700,14,10,0,11.16,180,4
CUST004281,653,18,1,3,53.37,134,1
CUST000090,769,17,6,3,3.84,88,1
CUST001031,581,12,14,1,17.29,211,3
CUST000440,737,9,14,0,35.62,334,0
CUST004601,633,2,6,0,79.62,340,0
CUST002058,752,8,12,1,12.38,18,1
CUST001724,673,4,10,0,57.11,14,0
CUST004495,744,14,1,0,31.83,215,0
CUST002802,706,7,1,0,5.11,336,0
CUST001447,596,15,5,0,42.64,127,0
CUST004932,513,14,2,0,5.82,170,2
CUST002004,799,3,3,0,14.16,152,1
CUST001867,655,12,7,0,17.42,75,0
CUST004448,780,2,3,0,29.21,104,0
CUST002103,673,22,1,1,44.69,21,0
CUST002507,757,24,12,0,3.47,47,0
CUST000291,601,9,12,2,39.43,168,1
CUST001922,692,22,1,1,19.7,327,1
CUST003544,850,8,5,0,11.23,166,2
CUST002000,601,15,14,0,15.84,309,0
CUST004406,728,19,9,0,36.58,291,2
CUST002165,676,12,3,1,44.29,347,1
CUST000667,712,18,5,0,52.88,297,0
CUST002447,684,18,6,0,21.47,82,1
CUST004190,536,11,7,1,9.99,248,2
CUST003085,717,2,4,0,18.69,331,1
CUST004279,709,4,7,0,28.85,341,2
CUST001217,809,6,3,0,36.73,286,1
CUST003372,581,8,12,0,31.35,152,1
CUST000764,702,19,4,0,8.42,257,3
CUST001914,586,10,7,0,29.4,57,1
CUST000359,761,15,3,0,120.58,227,1
CUST002158,737,23,8,0,47.28,187,1
CUST001566,659,14,11,2,15.25,23,0
CUST003213,573,9,12,0,25.98,127,5
CUST003524,680,17,10,0,23.93,93,0
CUST003411,999,21,7,1,7.66,195,0
CUST000058,766,3,5,0,35.93,328,2
CUST002792,574,9,14,0,5.78,79,2
CUST002487,599,3,2,0,28.37,204,0
CUST000514,595,21,7,2,50.75,285,1
CUST000061,661,12,2,0,19.66,156,3
CUST001097,631,19,14,0,42.87,157,3
CUST002840,748,22,2,1,41.73,36,0
CUST001715,723,11,4,0,37.53,61,0
CUST004771,741,4,10,1,40.75,151,1
CUST001768,778,13,12,1,9.08,334,0
CUST002326,560,3,13,0,12.32,41,0
CUST003669,671,17,9,1,11.53,155,0
CUST000540,688,3,4,0,39.42,84,4
CUST002023,611,7,12,0,12.06,92,0
CUST002127,675,16,8,0,43.21,230,0
CUST004147,713,20,6,3,14.95,212,0
CUST001531,637,12,7,0,8.84,317,1
CUST000550,683,22,14,1,24.79,240,1
CUST002887,651,17,2,0,21.06,230,0
CUST002656,728,15,2,1,60.53,63,0
CUST002174,753,17,6,0,42.6,211,0
CUST000648,721,3,3,0,38.86,148,2
CUST004255,797,17,14,1,9.93,54,2
CUST001786,473,7,6,0,31.13,71,0
CUST000578,646,17,14,0,14.64,343,0
CUST003001,589,20,4,0,25.88,155,0
CUST002473,804,24,4,0,52.4,204,0
CUST001620,579,9,12,0,154.51,134,5
CUST001598,793,16,14,1,59.61,135,1
CUST003195,654,5,8,0,12.88,92,0
CUST000025,622,22,9,0,51.77,226,5
CUST001301,703,22,11,0,21.74,245,1
CUST004658,836,15,10,0,36.98,231,2
CUST004388,608,20,14,0,28.61,114,5
CUST003756,700,19,14,2,32.27,33,4
CUST002536,708,20,11,0,6.35,24,5
CUST004531,599,6,7,0,22.99,255,3
CUST004021,628,5,9,1,5.45,308,2
CUST001524,635,22,1,1,28.37,51,0
CUST001259,688,24,6,0,197.85,124,0
CUST003241,564,21,10,0,13.99,9,0
CUST001161,682,3,12,0,25.99,276,4
CUST002008,587,3,4,0,9.36,313,0
CUST000425,663,10,14,0,10.5,226,0
CUST000772,587,14,2,0,30.77,328,1
CUST001084,785,16,10,0,39.98,73,0
CUST000377,701,3,2,0,15.68,74,1
CUST002014,615,2,6,0,29.28,234,2
CUST000369,814,16,4,0,18.48,210,0
CUST003065,557,22,5,1,29.14,81,1
CUST002547,677,10,10,3,178.38,188,1
CUST003677,714,17,9,0,47.49,324,0
CUST000273,655,10,8,0,1.05,101,0
CUST004717,668,7,4,0,50.15,37,0
CUST003984,624,17,11,0,33.83,71,2
CUST003419,610,21,2,1,11.01,341,2
CUST001548,749,19,2,0,3.31,30,1
CUST002925,687,21,3,0,46.13,200,0
CUST002661,704,23,7,1,36.67,75,0
CUST002554,732,18,7,0,28.55,51,5
CUST004010,629,19,7,0,17.35,350,0
CUST004334,623,3,3,0,55.98,97,0
CUST002387,620,16,9,0,10.04,265,0
CUST004649,683,18,7,2,52.44,227,2
CUST002726,835,10,14,1,47.97,180,2
CUST003968,683,2,12,0,23.53,205,5
CUST003546,436,14,12,0,7.16,196,3
CUST004643,702,2,12,0,17.53,307,0
CUST002149,709,5,9,2,40.93,311,3
CUST003243,758,2,9,0,36.94,62,5
CUST002152,782,10,7,0,49.77,178,1
CUST004291,850,9,5,1,46.91,246,0
CUST002978,675,17,8,0,28.51,358,0
CUST004206,699,13,10,0,35.32,277,3
CUST002116,706,9,3,1,33.19,44,5
CUST003569,652,24,6,1,15.37,141,5
CUST000779,661,11,8,1,28.81,51,1
CUST003745,622,24,3,1,17.6,325,1
CUST002454,647,11,11,0,22.57,313,2
CUST001992,669,12,9,0,56.24,256,1
CUST000544,718,2,2,2,46.18,215,4
CUST004307,713,17,1,0,40.58,34,3
CUST002573,590,17,13,3,27.78,56,0
CUST000941,572,7,11,0,45.44,19,0
CUST004049,641,20,12,0,8.65,246,1
CUST001007,806,3,10,0,9.01,16,1
CUST000819,711,18,6,3,30.47,189,0
CUST000684,691,18,6,0,32.66,55,1
CUST001152,738,18,13,0,2.95,306,4
CUST000773,581,12,14,1,10.63,206,1
CUST002207,738,4,4,0,58.95,236,2
CUST002931,632,14,12,1,18.12,70,2
CUST000008,551,5,2,0,23.99,39,0
CUST001037,665,21,3,2,4.78,35,0
CUST003840,764,17,2,0,10.86,282,4
CUST000612,695,23,12,3,66.0,208,1
CUST000419,670,3,4,0,30.33,8,5
CUST003893,619,22,10,0,8.26,237,3
CUST000336,667,17,11,0,10.13,240,0
CUST001249,850,21,12,0,26.95,37,0
CUST002709,742,7,8,0,12.16,261,0
CUST004477,682,4,2,1,44.16,190,1
CUST002496,604,5,7,0,53.83,201,3
CUST000994,519,18,4,2,51.06,318,1
CUST004143,581,6,6,2,39.82,55,2
CUST004322,652,24,1,1,12.69,148,1
CUST002964,601,15,1,0,4.36,324,0
CUST002307,559,23,7,2,29.08,281,1
CUST000988,667,4,7,0,24.19,174,1
CUST004906,565,24,7,0,43.21,52,6
CUST001188,711,7,3,1,32.63,11,1
CUST003466,746,2,6,0,66.49,71,0
CUST003111,812,9,10,0,36.98,99,1
CUST003426,594,2,8,0,21.96,24,1
CUST002426,629,11,8,2,6.48,291,1
CUST002179,594,4,12,1,13.02,118,0
CUST003533,756,23,8,1,21.08,222,0
CUST004303,607,14,10,0,9.6,117,0
CUST003360,641,20,7,1,10.83,114,0
CUST000905,678,16,4,0,39.32,295,0
CUST002457,597,10,5,1,11.83,290,2
CUST003271,780,3,6,0,29.25,329,1
CUST004555,581,18,1,0,35.47,15,0
CUST003604,691,24,2,0,29.52,88,3
CUST001655,600,9,6,1,15.4,357,0
CUST001375,639,3,3,0,10.83,63,2
CUST002688,681,7,3,0,23.55,63,2
CUST003403,604,24,4,0,118.4,147,1
CUST002065,397,19,1,1,59.92,234,2
CUST003865,768,14,5,0,28.42,81,1
CUST004122,526,2,8,0,25.78,340,2
CUST002557,639,11,8,0,25.05,27,2
CUST004683,681,4,7,0,49.08,202,0
CUST000155,677,10,7,0,6.13,254,0
CUST003730,689,23,4,1,24.54,337,1
CUST002606,661,14,9,1,23.75,60,0
CUST003480,690,6,11,2,37.65,279,0
CUST002869,709,7,6,0,16.32,108,1
CUST004462,788,10,2,1,58.62,311,1
CUST002277,634,13,11,0,50.68,162,4
CUST004940,780,24,5,0,7.58,114,0
CUST000326,657,18,7,0,7.35,282,0
CUST000558,726,12,12,0,4.36,247,0
CUST002335,699,16,8,0,16.6,300,2
CUST003835,601,3,14,0,28.28,215,0
CUST003023,560,23,11,0,42.39,184,0
CUST000834,713,19,7,0,13.58,358,0
CUST004416,587,15,10,1,52.86,334,2
CUST000523,600,7,3,0,13.96,286,0
CUST002001,652,10,5,0,26.39,341,2
CUST002290,766,3,9,0,66.48,118,0
CUST004648,787,18,6,0,19.7,351,5
CUST001815,568,5,10,3,56.43,279,1
CUST003053,459,11,12,0,29.53,243,0
CUST000007,666,9,4,2,49.4,317,1
CUST002203,625,7,6,0,7.02,66,0
CUST003224,811,4,14,1,153.58,239,0
CUST004213,738,8,11,0,20.61,283,1
CUST002751,613,11,1,3,47.47,58,0
CUST004740,571,18,3,0,8.3,287,0
CUST001691,716,20,4,0,32.69,184,1
CUST002987,629,17,7,0,32.38,290,2
CUST002812,612,2,2,1,4.5,89,0
CUST001344,703,4,7,0,21.04,100,1
CUST003539,595,24,11,1,11.39,158,0
CUST003881,698,19,14,0,32.89,27,1
CUST004338,713,8,8,0,46.66,82,1
CUST001095,571,6,13,3,32.39,81,0
CUST002609,712,14,13,1,34.64,337,4
CUST001869,677,18,8,0,25.3,321,2
CUST000297,517,9,7,0,24.84,29,1
CUST002522,697,14,8,0,25.96,137,0
CUST003121,624,4,8,2,12.41,26,3
CUST002763,651,18,1,1,24.78,189,2
CUST003997,730,12,1,0,59.19,72,0
CUST004897,647,20,7,0,16.27,61,1
CUST003852,809,7,8,0,49.52,212,0
CUST001578,479,19,9,0,31.37,274,2
CUST000315,691,14,5,0,31.36,172,1
CUST001059,614,3,2,0,29.29,45,0
CUST003660,625,23,10,0,29.58,81,4
CUST004629,596,21,7,0,17.78,15,4
CUST001924,729,5,4,0,34.59,83,3
