transaction_id,loan_id,payment_date,payment_amount_due,payment_amount_received,payment_method,payment_status
TXN00000341,LOAN0006491,2024-08-22,1530.97,1574.14,Auto-Pay,Success
TXN00000342,LOAN0000074,2022-08-15,1145.6,1120.6,Auto-Pay,Success
TXN00000343,LOAN0000534,2023-06-07,1344.26,1330.29,Auto-Pay,Success
TXN00000344,LOAN0007813,31/05/2022,1713.88,1753.09,ACH,Success
TXN00000345,LOAN0001065,2024-03-02,527.79,542.65,Auto-Pay,Success
TXN00000346,LOAN0002700,2022-12-27,1163.2,1151.73,Auto-Pay,Success
TXN00000347,LOAN0005221,2024-12-05,1556.0,1548.1,Auto-Pay,Success
TXN00000348,LOAN0001835,03/11/2023,580.11,570.84,Manual Check,Success
TXN00000349,LOAN0000078,2025-11-09,1815.68,0.0,Manual Check,Failed
TXN00000350,LOAN0006506,2022-03-27,203.57,0.0,Auto-Pay,Failed
TXN00000351,LOAN0001973,2022-04-18,706.87,701.91,ACH,Success
TXN00000352,LOAN0004373,2025-07-31,718.75,736.28,ACH,Success
TXN00000353,LOAN0004263,2023-04-14,1526.79,1525.43,ACH,Success
TXN00000354,LOAN0007399,2023-02-15,983.1,960.47,ACH,Success
TXN00000355,LOAN0007278,2022-01-20,1812.18,1814.9,Credit Card,Success
TXN00000356,LOAN0004468,05/11/2024,996.73,986.44,ACH,Success
TXN00000357,LOAN0004182,2025-11-28,612.75,0.0,Auto-Pay,Bounced/NSF
TXN00000358,LOAN0004097,2023-07-12,362.34,371.52,ACH,Success
TXN00000359,LOAN0006344,02/04/2025,1491.36,0.0,ACH,Bounced/NSF
TXN00000360,LOAN0004017,2024-08-25,1480.15,1428.7,Auto-Pay,Success
TXN00000361,LOAN0006849,2025-12-03,1476.89,1479.46,Auto-Pay,Success
TXN00000362,LOAN0007419,2023-05-07,1888.39,1942.13,Auto-Pay,Success
TXN00000363,LOAN0006777,2023-10-30,1148.75,0.0,Manual Check,Bounced/NSF
TXN00000364,LOAN0001235,2022-06-14,835.12,0.0,Manual Check,Failed
TXN00000365,LOAN0003175,2024-06-16,1369.38,1315.62,Auto-Pay,Success
TXN00000366,LOAN0005940,2022-11-29,624.2,0.0,Auto-Pay,Bounced/NSF
TXN00000367,LOAN0007452,2025-07-04,237.64,226.5,ACH,Success
TXN00000368,LOAN0007543,2023-06-11,1837.6,1787.76,Credit Card,Success
TXN00000369,LOAN0005322,31/03/2024,1315.14,0.0,Credit Card,Bounced/NSF
TXN00000370,LOAN0003571,2022-12-10,366.18,349.98,Credit Card,Success
TXN00000371,LOAN0003671,13/12/2023,1019.47,1043.01,Manual Check,Success
TXN00000372,LOAN0000078,2024-08-31,429.89,0.0,ACH,Failed
TXN00000373,LOAN0007902,2022-06-22,1712.16,1777.36,Auto-Pay,Success
TXN00000374,LOAN0007120,2024-08-20,323.42,324.6,Credit Card,Success
TXN00000375,LOAN0001972,2025-12-20,1091.99,1044.19,Manual Check,Success
TXN00000376,LOAN0007023,2025-12-26,1993.01,0.0,Auto-Pay,Failed
TXN00000377,LOAN0002781,02/02/2023,756.7,0.0,ACH,Bounced/NSF
TXN00000378,LOAN0006649,2022-04-06,611.05,621.41,ACH,Success
TXN00000379,LOAN0004283,2023-09-11,929.49,915.45,ACH,Success
TXN00000380,LOAN0003953,2024-07-23,1906.21,1862.47,ACH,Success
TXN00000381,LOAN0006770,2022-09-09,1392.62,1340.76,Auto-Pay,Success
TXN00000382,LOAN0001111,2023-09-21,1358.51,1370.67,Credit Card,Success
TXN00000383,LOAN0002918,2023-09-18,405.09,0.0,Auto-Pay,Bounced/NSF
TXN00000384,LOAN0002442,2023-09-13,1214.92,0.0,Credit Card,Bounced/NSF
TXN00000385,LOAN0002004,2024-08-31,232.35,235.53,ACH,Success
TXN00000386,LOAN0002790,2022-09-27,989.04,0.0,ACH,Bounced/NSF
TXN00000387,LOAN0006358,2023-07-09,1809.6,1843.55,ACH,Success
TXN00000388,LOAN0008053,2025-01-28,433.5,417.19,ACH,Success
TXN00000389,LOAN0004251,2023-12-09,1536.77,1605.56,Auto-Pay,Success
TXN00000390,LOAN0001681,2024-08-22,1542.82,1504.49,Auto-Pay,Success
TXN00000391,LOAN0000168,2025-02-06,409.33,396.69,Auto-Pay,Success
TXN00000392,LOAN0003636,08/07/2023,1850.41,1860.94,ACH,Success
TXN00000393,LOAN0003905,04/03/2023,967.53,985.61,Auto-Pay,Success
TXN00000394,LOAN0006127,2022-03-16,658.99,0.0,Auto-Pay,Failed
TXN00000395,LOAN0002889,2022-05-17,582.96,0.0,ACH,Bounced/NSF
TXN00000396,LOAN0005968,2024-12-01,716.53,686.1,Credit Card,Success
TXN00000397,LOAN0006128,2023-11-25,448.49,428.73,ACH,Success
TXN00000398,LOAN0002344,2024-10-17,258.41,0.0,Manual Check,Failed
TXN00000399,LOAN0005896,2024-06-26,715.86,691.11,ACH,Success
TXN00000400,LOAN0003382,2023-04-01,1074.95,1108.19,ACH,Success
TXN00000401,LOAN0003045,2022-01-15,1656.41,1688.27,Manual Check,Success
TXN00000402,LOAN0005922,2022-07-16,1792.04,1804.78,ACH,Success
TXN00000403,LOAN0004037,2024-01-22,983.72,989.45,Auto-Pay,Success
TXN00000404,LOAN0005452,2024-02-15,1130.78,1173.82,Credit Card,Success
TXN00000405,LOAN0001611,2024-12-29,968.36,0.0,Auto-Pay,Failed
TXN00000406,LOAN0004584,2022-08-01,705.75,724.78,Credit Card,Success
TXN00000407,LOAN0001366,2022-11-14,907.27,933.96,ACH,Success
TXN00000408,LOAN0003075,2023-07-13,1425.59,1471.25,Auto-Pay,Success
TXN00000409,LOAN0006532,2024-03-28,580.05,557.32,Auto-Pay,Success
TXN00000410,LOAN0007745,2025-03-04,289.28,278.29,Auto-Pay,Success
TXN00000411,LOAN0003167,2022-08-30,1085.39,0.0,Manual Check,Bounced/NSF
TXN00000412,LOAN0007863,31/07/2022,355.7,0.0,Auto-Pay,Failed
TXN00000413,LOAN0000010,2023-06-18,1037.97,0.0,Auto-Pay,Bounced/NSF
TXN00000414,LOAN0003089,2024-07-09,516.16,520.36,Auto-Pay,Success
TXN00000415,LOAN0007604,05/11/2023,1651.76,1577.65,Auto-Pay,Success
TXN00000416,LOAN0002697,2023-01-17,1554.05,1478.6,ACH,Success
TXN00000417,LOAN0002013,21/07/2025,1965.08,2063.07,ACH,Success
TXN00000418,LOAN0005442,2024-07-01,1449.35,1453.72,Auto-Pay,Success
TXN00000419,LOAN0004653,2022-02-13,745.68,708.64,Auto-Pay,Success
TXN00000420,LOAN0000866,2023-05-10,1488.3,1461.97,ACH,Success
TXN00000421,LOAN0007876,2023-02-26,1680.51,1666.81,ACH,Success
TXN00000422,LOAN0008134,2025-10-18,1436.93,1436.22,ACH,Success
TXN00000423,LOAN0000309,2025-01-26,766.28,0.0,Auto-Pay,Failed
TXN00000424,LOAN0003890,29/12/2025,413.78,431.18,ACH,Success
TXN00000425,LOAN0004160,26/01/2024,281.29,0.0,Credit Card,Bounced/NSF
TXN00000426,LOAN0007704,2024-02-17,793.49,781.35,ACH,Success
TXN00000427,LOAN0007372,2025-01-07,482.94,500.64,ACH,Success
TXN00000428,LOAN0006364,2024-10-17,1902.76,1828.25,Auto-Pay,Success
TXN00000429,LOAN0006446,2022-02-06,1308.7,1264.29,Manual Check,Success
TXN00000430,LOAN0004376,2025-10-20,1186.83,1230.46,Auto-Pay,Success
TXN00000431,LOAN0003104,2022-03-20,1226.16,1194.31,ACH,Success
TXN00000432,LOAN0007973,2022-05-29,1412.26,1369.43,Credit Card,Success
TXN00000433,LOAN0003945,2025-01-11,1980.09,0.0,Credit Card,Bounced/NSF
TXN00000434,LOAN0007920,2024-10-31,697.8,692.36,ACH,Success
TXN00000435,LOAN0007847,2023-10-24,1789.71,0.0,Auto-Pay,Bounced/NSF
TXN00000436,LOAN0003520,2024-11-13,1403.56,1460.38,ACH,Success
TXN00000437,LOAN0004423,15/12/2022,898.58,856.3,ACH,Success
TXN00000438,LOAN0002431,2024-10-31,1027.3,1048.2,ACH,Success
TXN00000439,LOAN0007208,2022-09-05,1665.41,0.0,Auto-Pay,Bounced/NSF
TXN00000440,LOAN0000762,2023-02-13,1057.82,0.0,ACH,Failed
TXN00000441,LOAN0007234,2023-10-19,1671.73,1654.91,ACH,Success
TXN00000442,LOAN0002063,2022-07-08,1857.04,1945.27,Auto-Pay,Success
TXN00000443,LOAN0002575,26/06/2025,1505.26,1512.01,ACH,Success
TXN00000444,LOAN0005640,2025-10-26,925.27,0.0,Auto-Pay,Bounced/NSF
TXN00000445,LOAN0004182,2024-12-05,775.33,0.0,Auto-Pay,Bounced/NSF
TXN00000446,LOAN0002805,2025-04-21,605.2,0.0,Auto-Pay,Bounced/NSF
TXN00000447,LOAN0004285,27/06/2023,544.26,0.0,Credit Card,Failed
TXN00000448,LOAN0002000,2025-07-05,1219.63,0.0,ACH,Failed
TXN00000449,LOAN0005023,2022-06-24,594.57,577.19,ACH,Success
TXN00000450,LOAN0005764,2025-05-12,1569.87,0.0,Auto-Pay,Bounced/NSF
TXN00000451,LOAN0008022,2023-04-07,453.82,0.0,ACH,Bounced/NSF
TXN00000452,LOAN0004435,2022-06-08,1938.96,1931.02,ACH,Success
TXN00000453,LOAN0007137,2022-06-23,1729.2,1670.57,Auto-Pay,Success
TXN00000454,LOAN0005208,08/04/2024,1254.26,1313.09,Auto-Pay,Success
TXN00000455,LOAN0004727,2025-12-20,1159.65,1216.52,Auto-Pay,Success
TXN00000456,LOAN0005599,2023-03-15,1018.35,1013.28,Manual Check,Success
TXN00000457,LOAN0007505,2024-09-26,1768.69,1809.38,Auto-Pay,Success
TXN00000458,LOAN0005505,30/09/2022,589.48,599.47,Credit Card,Success
TXN00000459,LOAN0002235,2025-10-15,361.6,349.9,Auto-Pay,Success
TXN00000460,LOAN0007434,10/09/2024,490.1,472.13,Auto-Pay,Success
TXN00000461,LOAN0004298,2022-11-26,1020.2,1039.63,Auto-Pay,Success
TXN00000462,LOAN0002606,2023-08-04,1431.73,1463.39,Auto-Pay,Success
TXN00000463,LOAN0004153,2025-05-30,1082.37,1065.31,Credit Card,Success
TXN00000464,LOAN0000557,2025-06-09,1465.2,1455.59,Auto-Pay,Success
TXN00000465,LOAN0007182,2024-03-07,1119.77,1172.82,Credit Card,Success
TXN00000466,LOAN0004508,2023-10-09,1128.59,0.0,ACH,Failed
TXN00000467,LOAN0001803,2022-11-23,1472.18,0.0,ACH,Bounced/NSF
TXN00000468,LOAN0000961,15/09/2022,1704.52,1719.15,Manual Check,Success
TXN00000469,LOAN0003498,2023-08-01,348.74,360.51,ACH,Success
TXN00000470,LOAN0005289,2024-05-26,1678.63,0.0,Auto-Pay,Bounced/NSF
TXN00000471,LOAN0006782,2022-11-15,1286.85,0.0,Auto-Pay,Failed
TXN00000472,LOAN0001019,2024-11-16,1560.16,1534.35,ACH,Success
TXN00000473,LOAN0002698,30/03/2023,1787.92,1714.64,Credit Card,Success
TXN00000474,LOAN0005988,2024-11-24,1263.37,0.0,Credit Card,Failed
TXN00000475,LOAN0003826,2024-06-09,1685.41,0.0,Credit Card,Failed
TXN00000476,LOAN0005689,2022-06-21,1376.99,1366.91,ACH,Success
TXN00000477,LOAN0003826,2024-02-21,1186.03,1168.99,Credit Card,Success
TXN00000478,LOAN0007736,2022-02-24,1504.04,1549.32,Manual Check,Success
TXN00000479,LOAN0000338,2023-02-03,1744.58,1744.96,ACH,Success
TXN00000480,LOAN0006843,2025-02-07,1951.06,1979.81,Auto-Pay,Success
TXN00000481,LOAN0001697,2023-03-31,362.02,361.77,ACH,Success
TXN00000482,LOAN0003765,2022-09-30,1164.15,1142.89,Auto-Pay,Success
TXN00000483,LOAN0001209,2022-09-22,1295.69,1255.49,Auto-Pay,Success
TXN00000484,LOAN0004243,2022-10-18,599.78,617.68,ACH,Success
TXN00000485,LOAN0007582,2024-04-18,475.86,471.55,Auto-Pay,Success
TXN00000486,LOAN0005185,2023-05-14,1867.66,0.0,ACH,Failed
TXN00000487,LOAN0006120,2025-05-23,810.97,805.48,Credit Card,Success
TXN00000488,LOAN0006117,2024-09-28,578.3,599.36,ACH,Success
TXN00000489,LOAN0005080,2022-08-21,1114.91,0.0,Manual Check,Bounced/NSF
TXN00000490,LOAN0000310,2023-02-19,1068.68,1108.57,Credit Card,Success
TXN00000491,LOAN0005171,2022-11-07,250.45,237.99,Credit Card,Success
TXN00000492,LOAN0002655,2022-06-25,315.48,0.0,Credit Card,Bounced/NSF
TXN00000493,LOAN0005682,2022-05-26,1818.04,1891.37,Auto-Pay,Success
TXN00000494,LOAN0003643,2023-06-24,1866.41,1849.59,ACH,Success
TXN00000495,LOAN0000947,16/06/2022,757.02,761.65,ACH,Success
TXN00000496,LOAN0005452,2023-02-11,989.96,1016.68,ACH,Success
TXN00000497,LOAN0000442,2023-08-17,912.97,929.06,Auto-Pay,Success
TXN00000498,LOAN0004279,2025-07-13,1273.74,0.0,ACH,Bounced/NSF
TXN00000499,LOAN0001158,2024-04-02,1274.19,1260.55,Auto-Pay,Success
TXN00000500,LOAN0001622,2023-02-25,418.37,416.33,ACH,Success
TXN00000501,LOAN0008057,2022-05-27,762.0,773.16,ACH,Success
TXN00000502,LOAN0005469,2023-12-24,492.84,492.18,Auto-Pay,Success
TXN00000503,LOAN0002890,2023-08-15,1337.13,1383.95,Auto-Pay,Success
TXN00000504,LOAN0005886,2025-07-06,273.56,273.01,Credit Card,Success
TXN00000505,LOAN0003045,2022-04-26,1660.35,0.0,Auto-Pay,Bounced/NSF
TXN00000506,LOAN0002703,05/05/2024,1668.48,0.0,Auto-Pay,Bounced/NSF
TXN00000507,LOAN0001803,11/10/2025,1736.61,0.0,Credit Card,Bounced/NSF
TXN00000508,LOAN0007907,2023-04-23,672.28,661.99,ACH,Success
TXN00000509,LOAN0007275,2024-01-14,274.42,0.0,Credit Card,Bounced/NSF
TXN00000510,LOAN0004403,2024-01-20,1134.79,1130.64,Auto-Pay,Success
TXN00000511,LOAN0002995,2024-09-17,1761.35,1783.73,ACH,Success
TXN00000512,LOAN0003362,2023-04-05,558.21,535.34,Credit Card,Success
TXN00000513,LOAN0005553,2024-02-01,1314.86,1302.88,Auto-Pay,Success
TXN00000514,LOAN0001346,2023-08-11,551.47,559.82,Credit Card,Success
TXN00000515,LOAN0006158,2024-04-29,1767.94,1762.85,ACH,Success
TXN00000516,LOAN0002912,2025-04-02,1215.38,1272.72,Manual Check,Success
TXN00000517,LOAN0005624,24/08/2025,1804.78,0.0,Auto-Pay,Failed
TXN00000518,LOAN0005316,21/04/2024,1326.59,1323.33,Auto-Pay,Success
TXN00000519,LOAN0001550,15/02/2022,232.32,231.29,Auto-Pay,Success
TXN00000520,LOAN0006589,2024-04-09,1649.12,1727.91,Manual Check,Success
TXN00000521,LOAN0001759,2025-07-06,282.11,293.05,Credit Card,Success
TXN00000522,LOAN0001075,2025-08-17,1442.63,1375.64,Auto-Pay,Success
TXN00000523,LOAN0004293,16/03/2025,1152.03,1160.26,Credit Card,Success
TXN00000524,LOAN0002926,2024-04-22,1912.98,0.0,Auto-Pay,Failed
TXN00000525,LOAN0001095,2025-10-29,549.72,545.04,Auto-Pay,Success
TXN00000526,LOAN0001920,2024-02-03,675.83,0.0,ACH,Bounced/NSF
TXN00000527,LOAN0003868,13/02/2025,817.67,0.0,Credit Card,Bounced/NSF
TXN00000528,LOAN0007976,2025-04-25,848.05,0.0,ACH,Bounced/NSF
TXN00000529,LOAN0006082,2022-09-23,1166.52,1220.82,ACH,Success
TXN00000530,LOAN0000977,2025-02-04,370.26,379.54,Auto-Pay,Success
TXN00000531,LOAN0001845,10/09/2022,1002.26,1000.83,Auto-Pay,Success
TXN00000532,LOAN0002926,2023-04-15,229.39,0.0,Auto-Pay,Bounced/NSF
TXN00000533,LOAN0001480,2022-12-09,614.67,638.41,Credit Card,Success
TXN00000534,LOAN0002209,2024-03-20,1110.51,0.0,Credit Card,Failed
TXN00000535,LOAN0006397,2024-03-26,376.83,358.81,Auto-Pay,Success
TXN00000536,LOAN0004617,2023-08-12,510.86,0.0,Auto-Pay,Failed
TXN00000537,LOAN0007640,2022-01-27,995.8,1015.08,Auto-Pay,Success
TXN00000538,LOAN0006404,2023-08-15,375.41,0.0,Manual Check,Bounced/NSF
TXN00000539,LOAN0008052,2024-12-25,1815.07,1870.86,Auto-Pay,Success
TXN00000540,LOAN0008048,2023-02-21,1566.68,1597.96,ACH,Success
TXN00000541,LOAN0006158,08/10/2022,867.23,891.69,ACH,Success
TXN00000542,LOAN0005324,2023-07-02,1063.77,1019.5,Manual Check,Success
TXN00000543,LOAN0001701,2025-04-15,1293.81,1251.05,Auto-Pay,Success
TXN00000544,LOAN0001443,2022-10-04,678.35,686.07,Manual Check,Success
TXN00000545,LOAN0003549,2022-01-26,394.67,0.0,ACH,Failed
TXN00000546,LOAN0005898,2022-10-12,1293.18,0.0,Auto-Pay,Bounced/NSF
TXN00000547,LOAN0007818,2025-11-01,1318.16,1315.52,Auto-Pay,Success
TXN00000548,LOAN0003350,2024-02-24,1850.71,1855.3,ACH,Success
TXN00000549,LOAN0005637,2022-03-06,1764.53,1705.93,ACH,Success
TXN00000550,LOAN0001078,2024-11-25,1259.17,1274.09,Manual Check,Success
TXN00000551,LOAN0000718,2024-11-17,322.23,330.12,Auto-Pay,Success
TXN00000552,LOAN0000762,2022-02-27,519.47,0.0,Auto-Pay,Bounced/NSF
TXN00000553,LOAN0003945,2024-09-20,706.92,736.35,ACH,Success
TXN00000554,LOAN0007754,07/04/2025,1293.04,1270.24,Credit Card,Success
TXN00000555,LOAN0000204,2022-04-17,1044.02,0.0,Auto-Pay,Bounced/NSF
TXN00000556,LOAN0003183,2025-01-23,760.67,0.0,ACH,Bounced/NSF
TXN00000557,LOAN0004800,2023-02-01,1392.14,1332.93,ACH,Success
TXN00000558,LOAN0005478,2024-08-19,1049.8,1038.93,Auto-Pay,Success
TXN00000559,LOAN0005998,2023-06-09,1697.66,0.0,ACH,Bounced/NSF
TXN00000560,LOAN0002316,2025-12-14,882.53,926.13,Auto-Pay,Success
TXN00000561,LOAN0003729,2025-09-20,1364.44,1428.24,Manual Check,Success
TXN00000562,LOAN0004818,2022-06-25,1650.72,1568.94,Manual Check,Success
TXN00000563,LOAN0003944,2022-05-24,969.66,955.95,ACH,Success
TXN00000564,LOAN0000756,2023-03-06,1868.78,0.0,Auto-Pay,Bounced/NSF
TXN00000565,LOAN0006059,2024-07-29,1198.56,1141.44,ACH,Success
TXN00000566,LOAN0002991,13/08/2024,499.86,511.0,Auto-Pay,Success
TXN00000567,LOAN0005540,2024-03-30,1327.61,0.0,ACH,Bounced/NSF
TXN00000568,LOAN0004041,2022-08-29,1416.43,1436.33,Auto-Pay,Success
TXN00000569,LOAN0004421,2022-12-03,1902.59,1967.26,Credit Card,Success
TXN00000570,LOAN0006659,2024-09-25,670.56,693.15,Manual Check,Success
TXN00000571,LOAN0002136,2024-03-28,1770.11,1815.4,ACH,Success
TXN00000572,LOAN0004608,2025-11-14,1118.05,1084.52,Auto-Pay,Success
TXN00000573,LOAN0003226,2025-09-08,1354.15,1388.23,Auto-Pay,Success
TXN00000574,LOAN0007295,22/01/2023,568.76,548.68,ACH,Success
TXN00000575,LOAN0002146,2025-04-12,1681.39,0.0,ACH,Failed
TXN00000576,LOAN0001838,2023-05-21,1403.58,1375.41,ACH,Success
TXN00000577,LOAN0003918,12/09/2023,279.75,0.0,Auto-Pay,Failed
TXN00000578,LOAN0006434,2022-01-18,444.18,453.38,Auto-Pay,Success
TXN00000579,LOAN0002441,26/10/2022,505.8,0.0,Auto-Pay,Failed
TXN00000580,LOAN0003244,2023-05-01,1200.28,0.0,Auto-Pay,Bounced/NSF
TXN00000581,LOAN0007337,2022-03-26,348.65,346.15,Auto-Pay,Success
TXN00000582,LOAN0006432,2024-10-29,1002.43,953.64,Auto-Pay,Success
TXN00000583,LOAN0001059,2024-04-23,787.15,0.0,ACH,Bounced/NSF
TXN00000584,LOAN0006479,19/09/2022,999.03,994.44,Auto-Pay,Success
TXN00000585,LOAN0004031,2024-08-29,1746.42,1752.61,Auto-Pay,Success
TXN00000586,LOAN0004375,2023-01-10,740.89,719.26,Credit Card,Success
TXN00000587,LOAN0004750,2025-01-02,488.83,496.36,Auto-Pay,Success
TXN00000588,LOAN0008156,2023-02-27,642.75,618.6,ACH,Success
TXN00000589,LOAN0006435,2024-03-31,1221.26,1274.68,ACH,Success
TXN00000590,LOAN0005023,2022-03-30,672.35,0.0,Credit Card,Bounced/NSF
TXN00000591,LOAN0001130,2022-10-03,1855.21,1934.18,ACH,Success
TXN00000592,LOAN0002209,2025-02-02,489.43,511.33,ACH,Success
TXN00000593,LOAN0000534,2023-12-23,973.02,951.81,ACH,Success
TXN00000594,LOAN0006481,2025-09-07,1808.38,1749.51,Credit Card,Success
TXN00000595,LOAN0001060,2023-04-21,1938.27,1846.61,ACH,Success
TXN00000596,LOAN0000016,2025-03-14,643.39,0.0,ACH,Failed
TXN00000597,LOAN0005377,2023-09-06,277.05,274.76,ACH,Success
TXN00000598,LOAN0002457,2023-03-27,1665.03,1738.94,ACH,Success
TXN00000599,LOAN0004103,18/05/2025,1870.24,1862.29,Manual Check,Success
TXN00000600,LOAN0002439,2024-10-02,787.08,763.63,ACH,Success
TXN00000601,LOAN0002805,2023-12-06,1265.84,1265.02,ACH,Success
TXN00000602,LOAN0005244,2022-12-17,1226.66,0.0,Auto-Pay,Bounced/NSF
TXN00000603,LOAN0001326,21/07/2024,1154.62,0.0,ACH,Bounced/NSF
TXN00000604,LOAN0003265,2022-02-12,591.75,0.0,ACH,Failed
TXN00000605,LOAN0007032,2025-10-25,1303.36,1351.75,Auto-Pay,Success
TXN00000606,LOAN0006382,2025-04-19,1771.75,1853.74,Manual Check,Success
TXN00000607,LOAN0005589,2024-02-01,772.49,775.46,ACH,Success
TXN00000608,LOAN0005855,2023-12-06,430.84,435.88,ACH,Success
TXN00000609,LOAN0005998,2022-07-09,1604.66,1611.08,Auto-Pay,Success
TXN00000610,LOAN0000483,2022-04-25,1703.85,0.0,ACH,Failed
TXN00000611,LOAN0005804,2022-07-17,1607.46,0.0,ACH,Bounced/NSF
TXN00000612,LOAN0000454,2023-02-17,269.64,281.57,Auto-Pay,Success
TXN00000613,LOAN0002918,2024-05-11,1300.72,1356.26,ACH,Success
TXN00000614,LOAN0001379,2024-06-10,1318.2,1339.81,Auto-Pay,Success
TXN00000615,LOAN0002248,2025-04-23,625.74,604.94,ACH,Success
TXN00000616,LOAN0008048,2024-01-30,389.63,372.72,ACH,Success
TXN00000617,LOAN0002523,2023-01-20,1696.67,1663.79,ACH,Success
TXN00000618,LOAN0005352,2023-04-04,451.95,469.58,Auto-Pay,Success
TXN00000619,LOAN0001095,2023-08-29,1598.68,1607.64,Auto-Pay,Success
TXN00000620,LOAN0002182,2022-12-07,1152.74,1145.09,Auto-Pay,Success
TXN00000621,LOAN0000578,2024-04-01,1421.26,1489.58,Credit Card,Success
TXN00000622,LOAN0006603,2023-08-06,1783.17,1704.57,Credit Card,Success
TXN00000623,LOAN0003007,2023-09-09,1995.26,1990.27,Auto-Pay,Success
TXN00000624,LOAN0000204,2023-11-19,1848.72,0.0,Auto-Pay,Failed
TXN00000625,LOAN0005570,2024-04-22,609.13,638.63,Auto-Pay,Success
TXN00000626,LOAN0004255,2022-02-17,769.8,0.0,ACH,Failed
TXN00000627,LOAN0005940,2023-06-02,1554.61,1549.73,Auto-Pay,Success
TXN00000628,LOAN0008009,2023-07-23,222.27,229.74,Auto-Pay,Success
TXN00000629,LOAN0003869,2023-06-18,201.97,193.06,Credit Card,Success
TXN00000630,LOAN0001172,2023-08-17,611.58,602.08,ACH,Success
TXN00000631,LOAN0004110,02/05/2025,821.66,853.36,ACH,Success
TXN00000632,LOAN0005237,2024-10-12,456.83,436.95,Auto-Pay,Success
TXN00000633,LOAN0002130,2024-03-10,418.3,429.42,Auto-Pay,Success
TXN00000634,LOAN0006178,2023-07-13,465.71,474.08,ACH,Success
TXN00000635,LOAN0006596,2023-11-15,640.07,636.19,ACH,Success
TXN00000636,LOAN0003502,2022-02-19,1616.11,1655.41,Auto-Pay,Success
TXN00000637,LOAN0004279,2024-03-08,1555.37,1497.05,ACH,Success
TXN00000638,LOAN0001526,2025-05-06,1219.41,1273.0,Auto-Pay,Success
TXN00000639,LOAN0004856,2024-05-02,1390.96,1367.75,Manual Check,Success
TXN00000640,LOAN0002901,2025-08-13,1498.7,1438.58,Auto-Pay,Success
TXN00000641,LOAN0005540,2023-10-18,1170.85,0.0,ACH,Bounced/NSF
TXN00000642,LOAN0005031,2022-05-07,1409.97,1464.47,ACH,Success
TXN00000643,LOAN0005889,2024-02-03,729.56,697.82,Manual Check,Success
TXN00000644,LOAN0005845,2025-11-06,522.01,501.59,Auto-Pay,Success
TXN00000645,LOAN0007849,2025-08-14,700.38,676.14,Auto-Pay,Success
TXN00000646,LOAN0004704,2023-12-15,1270.71,1217.58,Auto-Pay,Success
TXN00000647,LOAN0006676,2024-09-04,1031.78,1036.43,Auto-Pay,Success
TXN00000648,LOAN0004801,14/05/2025,688.92,674.08,Manual Check,Success
TXN00000649,LOAN0004545,12/11/2024,576.23,601.64,ACH,Success
TXN00000650,LOAN0005199,2023-02-15,287.08,0.0,Auto-Pay,Failed
TXN00000651,LOAN0002344,2025-10-27,1420.1,1349.41,ACH,Success
TXN00000652,LOAN0002515,2025-04-03,1327.67,0.0,Auto-Pay,Failed
TXN00000653,LOAN0002385,2025-02-07,1000.14,979.33,ACH,Success
TXN00000654,LOAN0002129,2023-09-12,259.85,254.67,Auto-Pay,Success
TXN00000655,LOAN0004669,2024-09-19,239.42,238.8,Manual Check,Success
TXN00000656,LOAN0004424,2022-11-07,1818.54,0.0,ACH,Failed
TXN00000657,LOAN0001502,2024-11-19,1539.41,1576.09,Manual Check,Success
TXN00000658,LOAN0003698,2024-03-04,1748.65,1791.12,ACH,Success
TXN00000659,LOAN0001681,2024-06-15,1743.37,0.0,Auto-Pay,Failed
TXN00000660,LOAN0003007,2022-11-12,516.58,0.0,Auto-Pay,Failed
TXN00000661,LOAN0005752,2022-03-18,515.75,538.79,Auto-Pay,Success
TXN00000662,LOAN0005201,19/10/2025,1967.64,0.0,Credit Card,Bounced/NSF
TXN00000663,LOAN0000999,2025-10-19,794.56,0.0,Auto-Pay,Bounced/NSF
TXN00000664,LOAN0007155,2025-04-24,211.67,220.98,Auto-Pay,Success
TXN00000665,LOAN0000071,2022-06-07,1965.25,0.0,Auto-Pay,Bounced/NSF
TXN00000666,LOAN0001970,2023-03-17,1886.82,1859.65,Auto-Pay,Success
TXN00000667,LOAN0002319,2024-05-22,1107.95,1134.45,ACH,Success
TXN00000668,LOAN0005747,2023-11-10,1293.98,1348.63,Manual Check,Success
TXN00000669,LOAN0000045,22/06/2023,343.1,359.57,Auto-Pay,Success
TXN00000670,LOAN0002998,2025-08-30,1112.95,1130.78,ACH,Success
TXN00000671,LOAN0007359,2023-10-26,1397.15,0.0,ACH,Bounced/NSF
TXN00000672,LOAN0004837,23/07/2024,993.64,0.0,Credit Card,Failed
TXN00000673,LOAN0000389,2024-08-22,587.32,575.35,ACH,Success
TXN00000674,LOAN0001322,20/04/2022,1412.44,1363.05,Credit Card,Success
TXN00000675,LOAN0005888,2023-11-27,1693.53,1717.2,ACH,Success
TXN00000676,LOAN0002064,2025-03-10,790.87,793.3,ACH,Success
TXN00000677,LOAN0002978,2022-11-02,475.01,0.0,Auto-Pay,Bounced/NSF
TXN00000678,LOAN0001301,2025-08-19,258.35,0.0,Auto-Pay,Failed
TXN00000679,LOAN0004089,2023-03-22,1214.35,0.0,ACH,Bounced/NSF
